Three-Digit ZIP Code,Year,Quarter,Index (NSA),Index Type
172,2023,4,280.27,Native 3-Digit ZIP index
173,2023,1,263.8,Native 3-Digit ZIP index
173,2023,2,268.62,Native 3-Digit ZIP index
173,2023,3,277,Native 3-Digit ZIP index
173,2023,4,279.19,Native 3-Digit ZIP index
174,2023,1,258.96,Native 3-Digit ZIP index
174,2023,2,260.19,Native 3-Digit ZIP index
174,2023,3,263.67,Native 3-Digit ZIP index
174,2023,4,263.32,Native 3-Digit ZIP index
175,2023,1,284.18,Native 3-Digit ZIP index
175,2023,2,302.78,Native 3-Digit ZIP index
175,2023,3,300.95,Native 3-Digit ZIP index
175,2023,4,314.03,Native 3-Digit ZIP index
176,2023,1,304.28,Native 3-Digit ZIP index
176,2023,2,314.18,Native 3-Digit ZIP index
176,2023,3,315.09,Native 3-Digit ZIP index
176,2023,4,319.31,Native 3-Digit ZIP index
177,2023,1,261.68,Native 3-Digit ZIP index
177,2023,2,273.88,Native 3-Digit ZIP index
177,2023,3,280.69,Native 3-Digit ZIP index
177,2023,4,291.14,Native 3-Digit ZIP index
178,2023,1,269.15,Balance of State
178,2023,2,275.74,Balance of State
178,2023,3,278.58,Balance of State
178,2023,4,281.68,Balance of State
179,2023,1,269.15,Balance of State
179,2023,2,275.74,Balance of State
179,2023,3,278.58,Balance of State
179,2023,4,281.68,Balance of State
180,2023,1,274.98,Native 3-Digit ZIP index
180,2023,2,285.69,Native 3-Digit ZIP index
180,2023,3,297.75,Native 3-Digit ZIP index
180,2023,4,294.4,Native 3-Digit ZIP index
181,2023,1,290.81,Native 3-Digit ZIP index
181,2023,2,308.34,Native 3-Digit ZIP index
181,2023,3,320.99,Native 3-Digit ZIP index
181,2023,4,319.02,Native 3-Digit ZIP index
182,2023,1,275.05,MSA/MSAD Index
182,2023,2,285.28,MSA/MSAD Index
182,2023,3,296.18,MSA/MSAD Index
182,2023,4,295.82,MSA/MSAD Index
183,2023,1,272.24,MSA/MSAD Index
183,2023,2,276.99,MSA/MSAD Index
183,2023,3,267.43,MSA/MSAD Index
183,2023,4,285.34,MSA/MSAD Index
184,2023,1,269.99,Native 3-Digit ZIP index
184,2023,2,263.35,Native 3-Digit ZIP index
184,2023,3,279.5,Native 3-Digit ZIP index
184,2023,4,281.67,Native 3-Digit ZIP index
185,2023,1,256.34,MSA/MSAD Index
185,2023,2,258.05,MSA/MSAD Index
185,2023,3,266.62,MSA/MSAD Index
185,2023,4,263.99,MSA/MSAD Index
186,2023,1,256.34,MSA/MSAD Index
186,2023,2,258.05,MSA/MSAD Index
186,2023,3,266.62,MSA/MSAD Index
186,2023,4,263.99,MSA/MSAD Index
187,2023,1,256.34,MSA/MSAD Index
187,2023,2,258.05,MSA/MSAD Index
187,2023,3,266.62,MSA/MSAD Index
187,2023,4,263.99,MSA/MSAD Index
188,2023,1,269.15,Balance of State
188,2023,2,275.74,Balance of State
188,2023,3,278.58,Balance of State
188,2023,4,281.68,Balance of State
189,2023,1,302.35,Native 3-Digit ZIP index
189,2023,2,315.29,Native 3-Digit ZIP index
189,2023,3,316.05,Native 3-Digit ZIP index
189,2023,4,319.78,Native 3-Digit ZIP index
190,2023,1,308.04,Native 3-Digit ZIP index
190,2023,2,319.25,Native 3-Digit ZIP index
190,2023,3,329.26,Native 3-Digit ZIP index
190,2023,4,328.2,Native 3-Digit ZIP index
191,2023,1,418.24,Native 3-Digit ZIP index
191,2023,2,423.51,Native 3-Digit ZIP index
191,2023,3,432.8,Native 3-Digit ZIP index
191,2023,4,435.26,Native 3-Digit ZIP index
193,2023,1,306.56,Native 3-Digit ZIP index
193,2023,2,314.41,Native 3-Digit ZIP index
193,2023,3,322.64,Native 3-Digit ZIP index
193,2023,4,322.41,Native 3-Digit ZIP index
194,2023,1,303.43,Native 3-Digit ZIP index
194,2023,2,311.24,Native 3-Digit ZIP index
194,2023,3,321.62,Native 3-Digit ZIP index
194,2023,4,318.35,Native 3-Digit ZIP index
195,2023,1,262.04,Native 3-Digit ZIP index
195,2023,2,270.46,Native 3-Digit ZIP index
195,2023,3,286.78,Native 3-Digit ZIP index
195,2023,4,285.27,Native 3-Digit ZIP index
196,2023,1,257.43,Native 3-Digit ZIP index
196,2023,2,273.05,Native 3-Digit ZIP index
196,2023,3,289.27,Native 3-Digit ZIP index
196,2023,4,282.23,Native 3-Digit ZIP index
197,2023,1,292.24,Native 3-Digit ZIP index
197,2023,2,289.91,Native 3-Digit ZIP index
197,2023,3,298.48,Native 3-Digit ZIP index
197,2023,4,303.09,Native 3-Digit ZIP index
198,2023,1,281.19,Native 3-Digit ZIP index
198,2023,2,296.56,Native 3-Digit ZIP index
198,2023,3,295.86,Native 3-Digit ZIP index
198,2023,4,296,Native 3-Digit ZIP index
199,2023,1,324.06,Native 3-Digit ZIP index
199,2023,2,319.96,Native 3-Digit ZIP index
199,2023,3,343.44,Native 3-Digit ZIP index
199,2023,4,342.03,Native 3-Digit ZIP index
200,2023,1,564.89,Native 3-Digit ZIP index
200,2023,2,566.35,Native 3-Digit ZIP index
200,2023,3,573.36,Native 3-Digit ZIP index
200,2023,4,576.59,Native 3-Digit ZIP index
201,2023,1,331.79,Native 3-Digit ZIP index
201,2023,2,354.31,Native 3-Digit ZIP index
201,2023,3,365.83,Native 3-Digit ZIP index
201,2023,4,360.68,Native 3-Digit ZIP index
206,2023,1,266.92,Native 3-Digit ZIP index
206,2023,2,271.28,Native 3-Digit ZIP index
206,2023,3,285.63,Native 3-Digit ZIP index
206,2023,4,283.5,Native 3-Digit ZIP index
207,2023,1,303.19,Native 3-Digit ZIP index
207,2023,2,312.53,Native 3-Digit ZIP index
207,2023,3,314.7,Native 3-Digit ZIP index
207,2023,4,310.1,Native 3-Digit ZIP index
208,2023,1,314.81,Native 3-Digit ZIP index
208,2023,2,335.73,Native 3-Digit ZIP index
208,2023,3,327.33,Native 3-Digit ZIP index
208,2023,4,334,Native 3-Digit ZIP index
209,2023,1,334.75,Native 3-Digit ZIP index
209,2023,2,351.03,Native 3-Digit ZIP index
209,2023,3,355.41,Native 3-Digit ZIP index
209,2023,4,353.21,Native 3-Digit ZIP index
210,2023,1,298.92,Native 3-Digit ZIP index
210,2023,2,313.73,Native 3-Digit ZIP index
210,2023,3,314.6,Native 3-Digit ZIP index
210,2023,4,308.35,Native 3-Digit ZIP index
211,2023,1,287.55,Native 3-Digit ZIP index
211,2023,2,303.53,Native 3-Digit ZIP index
211,2023,3,310.24,Native 3-Digit ZIP index
211,2023,4,304.71,Native 3-Digit ZIP index
212,2023,1,308.37,Native 3-Digit ZIP index
212,2023,2,316.78,Native 3-Digit ZIP index
212,2023,3,321.4,Native 3-Digit ZIP index
212,2023,4,323.34,Native 3-Digit ZIP index
214,2023,1,359.59,Native 3-Digit ZIP index
214,2023,2,389.59,Native 3-Digit ZIP index
214,2023,3,399.32,Native 3-Digit ZIP index
214,2023,4,388.92,Native 3-Digit ZIP index
215,2023,1,236.95,MSA/MSAD Index
215,2023,2,228.73,MSA/MSAD Index
215,2023,3,237.92,MSA/MSAD Index
215,2023,4,207.13,MSA/MSAD Index
216,2023,1,319.08,Native 3-Digit ZIP index
216,2023,2,333.2,Native 3-Digit ZIP index
216,2023,3,331.56,Native 3-Digit ZIP index
216,2023,4,352.54,Native 3-Digit ZIP index
217,2023,1,286.43,Native 3-Digit ZIP index
217,2023,2,297.24,Native 3-Digit ZIP index
217,2023,3,303.45,Native 3-Digit ZIP index
217,2023,4,302.18,Native 3-Digit ZIP index
218,2023,1,305.98,Native 3-Digit ZIP index
218,2023,2,322.02,Native 3-Digit ZIP index
218,2023,3,334.22,Native 3-Digit ZIP index
218,2023,4,308.22,Native 3-Digit ZIP index
219,2023,1,284.46,Native 3-Digit ZIP index
219,2023,2,278.37,Native 3-Digit ZIP index
219,2023,3,292.32,Native 3-Digit ZIP index
219,2023,4,278.97,Native 3-Digit ZIP index
220,2023,1,363.29,Native 3-Digit ZIP index
220,2023,2,381.34,Native 3-Digit ZIP index
220,2023,3,386.9,Native 3-Digit ZIP index
220,2023,4,372.43,Native 3-Digit ZIP index
221,2023,1,360.95,Native 3-Digit ZIP index
221,2023,2,383.95,Native 3-Digit ZIP index
221,2023,3,375.25,Native 3-Digit ZIP index
221,2023,4,373.88,Native 3-Digit ZIP index
222,2023,1,449.38,Native 3-Digit ZIP index
222,2023,2,442.61,Native 3-Digit ZIP index
222,2023,3,462.46,Native 3-Digit ZIP index
222,2023,4,461.83,Native 3-Digit ZIP index
223,2023,1,384.02,Native 3-Digit ZIP index
223,2023,2,385.88,Native 3-Digit ZIP index
223,2023,3,400.73,Native 3-Digit ZIP index
223,2023,4,395.5,Native 3-Digit ZIP index
224,2023,1,315.54,Native 3-Digit ZIP index
224,2023,2,325.38,Native 3-Digit ZIP index
224,2023,3,340.54,Native 3-Digit ZIP index
224,2023,4,327.29,Native 3-Digit ZIP index
225,2023,1,312.09,Native 3-Digit ZIP index
225,2023,2,320.83,Native 3-Digit ZIP index
225,2023,3,328.45,Native 3-Digit ZIP index
225,2023,4,322.46,Native 3-Digit ZIP index
226,2023,1,315.49,Native 3-Digit ZIP index
226,2023,2,326.05,Native 3-Digit ZIP index
226,2023,3,334.5,Native 3-Digit ZIP index
226,2023,4,327.95,Native 3-Digit ZIP index
227,2023,1,289.41,Native 3-Digit ZIP index
227,2023,2,328.35,Native 3-Digit ZIP index
227,2023,3,320.13,Native 3-Digit ZIP index
227,2023,4,340.8,Native 3-Digit ZIP index
228,2023,1,308.62,Native 3-Digit ZIP index
228,2023,2,303.14,Native 3-Digit ZIP index
228,2023,3,300.99,Native 3-Digit ZIP index
228,2023,4,313.22,Native 3-Digit ZIP index
229,2023,1,347.45,Native 3-Digit ZIP index
229,2023,2,358.83,Native 3-Digit ZIP index
229,2023,3,358.95,Native 3-Digit ZIP index
229,2023,4,356.89,Native 3-Digit ZIP index
230,2023,1,305.45,Native 3-Digit ZIP index
230,2023,2,322.91,Native 3-Digit ZIP index
230,2023,3,333.41,Native 3-Digit ZIP index
230,2023,4,342.33,Native 3-Digit ZIP index
231,2023,1,299.74,Native 3-Digit ZIP index
231,2023,2,304.2,Native 3-Digit ZIP index
231,2023,3,308.22,Native 3-Digit ZIP index
231,2023,4,310.72,Native 3-Digit ZIP index
232,2023,1,377.93,Native 3-Digit ZIP index
232,2023,2,393.56,Native 3-Digit ZIP index
232,2023,3,402.46,Native 3-Digit ZIP index
232,2023,4,398.75,Native 3-Digit ZIP index
233,2023,1,320.49,Native 3-Digit ZIP index
233,2023,2,335.68,Native 3-Digit ZIP index
233,2023,3,346.47,Native 3-Digit ZIP index
233,2023,4,343.12,Native 3-Digit ZIP index
234,2023,1,345.77,Native 3-Digit ZIP index
234,2023,2,361.28,Native 3-Digit ZIP index
234,2023,3,365.34,Native 3-Digit ZIP index
234,2023,4,373,Native 3-Digit ZIP index
235,2023,1,346.93,Native 3-Digit ZIP index
235,2023,2,366.35,Native 3-Digit ZIP index
235,2023,3,374.52,Native 3-Digit ZIP index
235,2023,4,361.8,Native 3-Digit ZIP index
236,2023,1,302.25,Native 3-Digit ZIP index
236,2023,2,306.5,Native 3-Digit ZIP index
236,2023,3,313.08,Native 3-Digit ZIP index
236,2023,4,321.41,Native 3-Digit ZIP index
237,2023,1,322.8,MSA/MSAD Index
237,2023,2,339.11,MSA/MSAD Index
237,2023,3,342.24,MSA/MSAD Index
237,2023,4,343.54,MSA/MSAD Index
238,2023,1,297.02,Native 3-Digit ZIP index
238,2023,2,303.03,Native 3-Digit ZIP index
238,2023,3,307.3,Native 3-Digit ZIP index
238,2023,4,312.26,Native 3-Digit ZIP index
239,2023,1,284.02,Balance of State
239,2023,2,290.57,Balance of State
239,2023,3,300.72,Balance of State
239,2023,4,299.82,Balance of State
240,2023,1,287.68,Native 3-Digit ZIP index
240,2023,2,310.16,Native 3-Digit ZIP index
240,2023,3,308.8,Native 3-Digit ZIP index
240,2023,4,309.48,Native 3-Digit ZIP index
241,2023,1,286.61,Native 3-Digit ZIP index
241,2023,2,297.34,Native 3-Digit ZIP index
241,2023,3,292.24,Native 3-Digit ZIP index
241,2023,4,297.27,Native 3-Digit ZIP index
242,2023,1,330.01,MSA/MSAD Index
242,2023,2,342.86,MSA/MSAD Index
242,2023,3,353.64,MSA/MSAD Index
242,2023,4,357.54,MSA/MSAD Index
243,2023,1,284.02,Balance of State
243,2023,2,290.57,Balance of State
243,2023,3,300.72,Balance of State
243,2023,4,299.82,Balance of State
244,2023,1,298.77,Native 3-Digit ZIP index
244,2023,2,299.84,Native 3-Digit ZIP index
244,2023,3,324.81,Native 3-Digit ZIP index
244,2023,4,308.28,Native 3-Digit ZIP index
245,2023,1,283.51,Native 3-Digit ZIP index
245,2023,2,286.89,Native 3-Digit ZIP index
245,2023,3,291.02,Native 3-Digit ZIP index
245,2023,4,286.37,Native 3-Digit ZIP index
246,2023,1,284.02,Balance of State
246,2023,2,290.57,Balance of State
246,2023,3,300.72,Balance of State
246,2023,4,299.82,Balance of State
247,2023,1,247.76,Balance of State
247,2023,2,253.04,Balance of State
247,2023,3,266.51,Balance of State
247,2023,4,276.72,Balance of State
248,2023,1,247.76,Balance of State
248,2023,2,253.04,Balance of State
248,2023,3,266.51,Balance of State
248,2023,4,276.72,Balance of State
249,2023,1,247.76,Balance of State
249,2023,2,253.04,Balance of State
249,2023,3,266.51,Balance of State
249,2023,4,276.72,Balance of State
250,2023,1,214.41,MSA/MSAD Index
250,2023,2,203.72,MSA/MSAD Index
250,2023,3,214.87,MSA/MSAD Index
250,2023,4,222.41,MSA/MSAD Index
251,2023,1,214.41,MSA/MSAD Index
251,2023,2,203.72,MSA/MSAD Index
251,2023,3,214.87,MSA/MSAD Index
251,2023,4,222.41,MSA/MSAD Index
252,2023,1,231.15,MSA/MSAD Index
252,2023,2,229.34,MSA/MSAD Index
252,2023,3,238.96,MSA/MSAD Index
252,2023,4,250.65,MSA/MSAD Index
253,2023,1,210.32,Native 3-Digit ZIP index
253,2023,2,198.84,Native 3-Digit ZIP index
253,2023,3,214.11,Native 3-Digit ZIP index
253,2023,4,214.53,Native 3-Digit ZIP index
254,2023,1,290.86,Native 3-Digit ZIP index
254,2023,2,277.58,Native 3-Digit ZIP index
254,2023,3,305.56,Native 3-Digit ZIP index
254,2023,4,303.32,Native 3-Digit ZIP index
255,2023,1,231.15,MSA/MSAD Index
255,2023,2,229.34,MSA/MSAD Index
255,2023,3,238.96,MSA/MSAD Index
255,2023,4,250.65,MSA/MSAD Index
256,2023,1,247.76,Balance of State
256,2023,2,253.04,Balance of State
256,2023,3,266.51,Balance of State
256,2023,4,276.72,Balance of State
257,2023,1,231.15,MSA/MSAD Index
257,2023,2,229.34,MSA/MSAD Index
257,2023,3,238.96,MSA/MSAD Index
257,2023,4,250.65,MSA/MSAD Index
258,2023,1,,MSA/MSAD Index
258,2023,2,262.57,MSA/MSAD Index
258,2023,3,273.6,MSA/MSAD Index
258,2023,4,284.45,MSA/MSAD Index
259,2023,1,,MSA/MSAD Index
259,2023,2,262.57,MSA/MSAD Index
259,2023,3,273.6,MSA/MSAD Index
259,2023,4,284.45,MSA/MSAD Index
260,2023,1,231.35,MSA/MSAD Index
260,2023,2,241.57,MSA/MSAD Index
260,2023,3,260.56,MSA/MSAD Index
260,2023,4,262.42,MSA/MSAD Index
261,2023,1,240.2,MSA/MSAD Index
261,2023,2,252.18,MSA/MSAD Index
261,2023,3,275.02,MSA/MSAD Index
261,2023,4,237.48,MSA/MSAD Index
262,2023,1,247.76,Balance of State
262,2023,2,253.04,Balance of State
262,2023,3,266.51,Balance of State
262,2023,4,276.72,Balance of State
263,2023,1,247.76,Balance of State
263,2023,2,253.04,Balance of State
263,2023,3,266.51,Balance of State
263,2023,4,276.72,Balance of State
264,2023,1,247.76,Balance of State
264,2023,2,253.04,Balance of State
264,2023,3,266.51,Balance of State
264,2023,4,276.72,Balance of State
265,2023,1,280.32,MSA/MSAD Index
265,2023,2,277.51,MSA/MSAD Index
265,2023,3,278.65,MSA/MSAD Index
265,2023,4,278.46,MSA/MSAD Index
266,2023,1,247.76,Balance of State
266,2023,2,253.04,Balance of State
266,2023,3,266.51,Balance of State
266,2023,4,276.72,Balance of State
267,2023,1,236.95,MSA/MSAD Index
267,2023,2,228.73,MSA/MSAD Index
267,2023,3,237.92,MSA/MSAD Index
267,2023,4,207.13,MSA/MSAD Index
268,2023,1,247.76,Balance of State
268,2023,2,253.04,Balance of State
268,2023,3,266.51,Balance of State
268,2023,4,276.72,Balance of State
270,2023,1,265.53,Native 3-Digit ZIP index
270,2023,2,278.78,Native 3-Digit ZIP index
270,2023,3,288.06,Native 3-Digit ZIP index
270,2023,4,277.28,Native 3-Digit ZIP index
271,2023,1,278.93,Native 3-Digit ZIP index
271,2023,2,292.57,Native 3-Digit ZIP index
271,2023,3,296.89,Native 3-Digit ZIP index
271,2023,4,291.58,Native 3-Digit ZIP index
272,2023,1,263.98,Native 3-Digit ZIP index
272,2023,2,274.92,Native 3-Digit ZIP index
272,2023,3,281.01,Native 3-Digit ZIP index
272,2023,4,277.31,Native 3-Digit ZIP index
273,2023,1,282.13,Native 3-Digit ZIP index
273,2023,2,291.97,Native 3-Digit ZIP index
273,2023,3,296.23,Native 3-Digit ZIP index
273,2023,4,304.35,Native 3-Digit ZIP index
274,2023,1,269.52,Native 3-Digit ZIP index
274,2023,2,273.83,Native 3-Digit ZIP index
274,2023,3,279.17,Native 3-Digit ZIP index
274,2023,4,278.33,Native 3-Digit ZIP index
275,2023,1,306.59,Native 3-Digit ZIP index
275,2023,2,317.86,Native 3-Digit ZIP index
275,2023,3,321.07,Native 3-Digit ZIP index
275,2023,4,321.07,Native 3-Digit ZIP index
276,2023,1,358.82,Native 3-Digit ZIP index
276,2023,2,377.01,Native 3-Digit ZIP index
276,2023,3,374.88,Native 3-Digit ZIP index
276,2023,4,373.8,Native 3-Digit ZIP index
277,2023,1,380.59,Native 3-Digit ZIP index
277,2023,2,399.02,Native 3-Digit ZIP index
277,2023,3,396.12,Native 3-Digit ZIP index
277,2023,4,400.5,Native 3-Digit ZIP index
278,2023,1,246.6,Native 3-Digit ZIP index
278,2023,2,249.34,Native 3-Digit ZIP index
278,2023,3,269.9,Native 3-Digit ZIP index
278,2023,4,271.06,Native 3-Digit ZIP index
279,2023,1,377.52,Native 3-Digit ZIP index
279,2023,2,390.95,Native 3-Digit ZIP index
279,2023,3,414.75,Native 3-Digit ZIP index
279,2023,4,383.44,Native 3-Digit ZIP index
280,2023,1,334.62,Native 3-Digit ZIP index
280,2023,2,338.32,Native 3-Digit ZIP index
280,2023,3,351.07,Native 3-Digit ZIP index
280,2023,4,356.72,Native 3-Digit ZIP index
281,2023,1,341.48,Native 3-Digit ZIP index
281,2023,2,345.87,Native 3-Digit ZIP index
281,2023,3,355.27,Native 3-Digit ZIP index
281,2023,4,358.89,Native 3-Digit ZIP index
282,2023,1,418.06,Native 3-Digit ZIP index
282,2023,2,433.67,Native 3-Digit ZIP index
282,2023,3,445.6,Native 3-Digit ZIP index
282,2023,4,439.91,Native 3-Digit ZIP index
283,2023,1,264.21,Native 3-Digit ZIP index
283,2023,2,274.15,Native 3-Digit ZIP index
283,2023,3,282.89,Native 3-Digit ZIP index
283,2023,4,283.75,Native 3-Digit ZIP index
284,2023,1,395.9,Native 3-Digit ZIP index
284,2023,2,404.18,Native 3-Digit ZIP index
284,2023,3,408.07,Native 3-Digit ZIP index
284,2023,4,405.09,Native 3-Digit ZIP index
285,2023,1,298.81,Native 3-Digit ZIP index
285,2023,2,309.83,Native 3-Digit ZIP index
285,2023,3,321.62,Native 3-Digit ZIP index
285,2023,4,323.66,Native 3-Digit ZIP index
286,2023,1,318.93,Native 3-Digit ZIP index
286,2023,2,319.62,Native 3-Digit ZIP index
286,2023,3,325.52,Native 3-Digit ZIP index
286,2023,4,328.44,Native 3-Digit ZIP index
287,2023,1,394.63,Native 3-Digit ZIP index
287,2023,2,412.81,Native 3-Digit ZIP index
287,2023,3,421.3,Native 3-Digit ZIP index
287,2023,4,423.79,Native 3-Digit ZIP index
288,2023,1,561.02,Native 3-Digit ZIP index
288,2023,2,581.9,Native 3-Digit ZIP index
288,2023,3,598.32,Native 3-Digit ZIP index
288,2023,4,585.41,Native 3-Digit ZIP index
289,2023,1,329.06,Balance of State
289,2023,2,336.86,Balance of State
289,2023,3,345.76,Balance of State
289,2023,4,349.86,Balance of State
290,2023,1,275.52,Native 3-Digit ZIP index
290,2023,2,294.71,Native 3-Digit ZIP index
290,2023,3,307.91,Native 3-Digit ZIP index
290,2023,4,296.78,Native 3-Digit ZIP index
291,2023,1,277.03,Native 3-Digit ZIP index
291,2023,2,288.29,Native 3-Digit ZIP index
291,2023,3,297.13,Native 3-Digit ZIP index
291,2023,4,305.25,Native 3-Digit ZIP index
292,2023,1,276.28,Native 3-Digit ZIP index
292,2023,2,283.11,Native 3-Digit ZIP index
292,2023,3,283.53,Native 3-Digit ZIP index
292,2023,4,290.14,Native 3-Digit ZIP index
293,2023,1,298.64,Native 3-Digit ZIP index
293,2023,2,302.72,Native 3-Digit ZIP index
293,2023,3,318.03,Native 3-Digit ZIP index
293,2023,4,323.91,Native 3-Digit ZIP index
294,2023,1,508.09,Native 3-Digit ZIP index
294,2023,2,524.18,Native 3-Digit ZIP index
294,2023,3,539.62,Native 3-Digit ZIP index
294,2023,4,555.29,Native 3-Digit ZIP index
295,2023,1,289.33,Native 3-Digit ZIP index
295,2023,2,301.15,Native 3-Digit ZIP index
295,2023,3,312.83,Native 3-Digit ZIP index
295,2023,4,313.4,Native 3-Digit ZIP index
296,2023,1,334.21,Native 3-Digit ZIP index
296,2023,2,338.3,Native 3-Digit ZIP index
296,2023,3,348.11,Native 3-Digit ZIP index
296,2023,4,354.07,Native 3-Digit ZIP index
297,2023,1,338.05,Native 3-Digit ZIP index
297,2023,2,347.92,Native 3-Digit ZIP index
297,2023,3,351.27,Native 3-Digit ZIP index
297,2023,4,357.47,Native 3-Digit ZIP index
298,2023,1,279.12,Native 3-Digit ZIP index
298,2023,2,293.05,Native 3-Digit ZIP index
298,2023,3,309.48,Native 3-Digit ZIP index
298,2023,4,316.6,Native 3-Digit ZIP index
299,2023,1,404.51,Native 3-Digit ZIP index
299,2023,2,410.68,Native 3-Digit ZIP index
299,2023,3,438.59,Native 3-Digit ZIP index
299,2023,4,444.1,Native 3-Digit ZIP index
300,2023,1,339.56,Native 3-Digit ZIP index
300,2023,2,346.06,Native 3-Digit ZIP index
300,2023,3,355.26,Native 3-Digit ZIP index
300,2023,4,358.09,Native 3-Digit ZIP index
301,2023,1,337.03,Native 3-Digit ZIP index
301,2023,2,341.95,Native 3-Digit ZIP index
301,2023,3,351,Native 3-Digit ZIP index
301,2023,4,350.53,Native 3-Digit ZIP index
302,2023,1,302.9,Native 3-Digit ZIP index
302,2023,2,311.98,Native 3-Digit ZIP index
302,2023,3,314.74,Native 3-Digit ZIP index
302,2023,4,315.65,Native 3-Digit ZIP index
303,2023,1,445.42,Native 3-Digit ZIP index
303,2023,2,465.93,Native 3-Digit ZIP index
303,2023,3,467.73,Native 3-Digit ZIP index
303,2023,4,469.25,Native 3-Digit ZIP index
304,2023,1,323.02,Balance of State
304,2023,2,331.71,Balance of State
304,2023,3,339.45,Balance of State
304,2023,4,346.5,Balance of State
305,2023,1,353.41,Native 3-Digit ZIP index
305,2023,2,367.46,Native 3-Digit ZIP index
305,2023,3,376.08,Native 3-Digit ZIP index
305,2023,4,375.77,Native 3-Digit ZIP index
306,2023,1,361.24,Native 3-Digit ZIP index
306,2023,2,374.41,Native 3-Digit ZIP index
306,2023,3,381.21,Native 3-Digit ZIP index
306,2023,4,389.33,Native 3-Digit ZIP index
307,2023,1,328.44,Native 3-Digit ZIP index
307,2023,2,330.41,Native 3-Digit ZIP index
307,2023,3,340.46,Native 3-Digit ZIP index
307,2023,4,350.32,Native 3-Digit ZIP index
308,2023,1,258.72,Native 3-Digit ZIP index
308,2023,2,287.65,Native 3-Digit ZIP index
308,2023,3,293.89,Native 3-Digit ZIP index
308,2023,4,283.89,Native 3-Digit ZIP index
309,2023,1,279.31,Native 3-Digit ZIP index
309,2023,2,288.32,Native 3-Digit ZIP index
309,2023,3,291.41,Native 3-Digit ZIP index
309,2023,4,292.44,Native 3-Digit ZIP index
310,2023,1,268.13,Native 3-Digit ZIP index
310,2023,2,277.87,Native 3-Digit ZIP index
310,2023,3,284.36,Native 3-Digit ZIP index
310,2023,4,292.49,Native 3-Digit ZIP index
312,2023,1,212.7,Native 3-Digit ZIP index
312,2023,2,223.81,Native 3-Digit ZIP index
312,2023,3,224.04,Native 3-Digit ZIP index
312,2023,4,221.56,Native 3-Digit ZIP index
313,2023,1,344.65,Native 3-Digit ZIP index
313,2023,2,343.1,Native 3-Digit ZIP index
313,2023,3,359.31,Native 3-Digit ZIP index
313,2023,4,366.56,Native 3-Digit ZIP index
314,2023,1,414.78,Native 3-Digit ZIP index
314,2023,2,443.3,Native 3-Digit ZIP index
314,2023,3,448.24,Native 3-Digit ZIP index
314,2023,4,468.02,Native 3-Digit ZIP index
315,2023,1,320.26,Native 3-Digit ZIP index
315,2023,2,333.59,Native 3-Digit ZIP index
315,2023,3,337.79,Native 3-Digit ZIP index
315,2023,4,339.63,Native 3-Digit ZIP index
316,2023,1,238.44,MSA/MSAD Index
316,2023,2,241.4,MSA/MSAD Index
316,2023,3,264.05,MSA/MSAD Index
316,2023,4,255.44,MSA/MSAD Index
317,2023,1,251.02,Native 3-Digit ZIP index
317,2023,2,257.97,Native 3-Digit ZIP index
317,2023,3,263.6,Native 3-Digit ZIP index
317,2023,4,272.11,Native 3-Digit ZIP index
318,2023,1,234.86,MSA/MSAD Index
318,2023,2,237.1,MSA/MSAD Index
318,2023,3,254.85,MSA/MSAD Index
318,2023,4,240.99,MSA/MSAD Index
319,2023,1,233.49,Native 3-Digit ZIP index
319,2023,2,232.67,Native 3-Digit ZIP index
319,2023,3,253.88,Native 3-Digit ZIP index
319,2023,4,229.84,Native 3-Digit ZIP index
320,2023,1,443.6,Native 3-Digit ZIP index
320,2023,2,458.49,Native 3-Digit ZIP index
320,2023,3,457.15,Native 3-Digit ZIP index
320,2023,4,456.54,Native 3-Digit ZIP index
321,2023,1,427.99,Native 3-Digit ZIP index
321,2023,2,436.04,Native 3-Digit ZIP index
321,2023,3,440.49,Native 3-Digit ZIP index
321,2023,4,442.13,Native 3-Digit ZIP index
322,2023,1,427.88,Native 3-Digit ZIP index
322,2023,2,434.04,Native 3-Digit ZIP index
322,2023,3,443.47,Native 3-Digit ZIP index
322,2023,4,439.81,Native 3-Digit ZIP index
323,2023,1,309.8,Native 3-Digit ZIP index
323,2023,2,318.24,Native 3-Digit ZIP index
323,2023,3,332.54,Native 3-Digit ZIP index
323,2023,4,322.21,Native 3-Digit ZIP index
324,2023,1,396.03,Native 3-Digit ZIP index
324,2023,2,415.78,Native 3-Digit ZIP index
324,2023,3,426.46,Native 3-Digit ZIP index
324,2023,4,412.45,Native 3-Digit ZIP index
325,2023,1,391.7,Native 3-Digit ZIP index
325,2023,2,397.67,Native 3-Digit ZIP index
325,2023,3,405.62,Native 3-Digit ZIP index
325,2023,4,394.88,Native 3-Digit ZIP index
326,2023,1,367.06,Native 3-Digit ZIP index
326,2023,2,372.34,Native 3-Digit ZIP index
326,2023,3,400.25,Native 3-Digit ZIP index
326,2023,4,392.18,Native 3-Digit ZIP index
327,2023,1,420.57,Native 3-Digit ZIP index
327,2023,2,430.42,Native 3-Digit ZIP index
327,2023,3,446.75,Native 3-Digit ZIP index
327,2023,4,440.19,Native 3-Digit ZIP index
328,2023,1,417.12,Native 3-Digit ZIP index
328,2023,2,424.49,Native 3-Digit ZIP index
